Customer ID,num_transactions,total_revenue,avg_order_value,total_items,first_purchase,last_purchase,unique_products,recency_days,tenure_days
12408.0,8,4340.77,27.30044025157233,2229,2010-07-29 13:27:00,2011-11-07 12:27:00,104,32,465
12409.0,7,23419.29,88.70943181818183,13143,2010-05-23 15:21:00,2011-09-22 10:38:00,177,78,486
12410.0,3,1013.71,25.342750000000002,341,2010-07-25 13:26:00,2011-02-04 10:39:00,36,308,193
12411.0,1,346.9,15.768181818181818,138,2010-10-26 09:25:00,2010-10-26 09:25:00,22,409,0
12412.0,6,2596.93,20.448267716535433,1997,2010-06-18 13:22:00,2011-09-26 10:16:00,82,74,464
12413.0,4,999.45,19.597058823529412,319,2010-11-02 13:26:00,2011-10-04 09:00:00,41,66,335
12414.0,6,952.4100000000001,34.01464285714286,495,2010-09-02 12:22:00,2011-05-06 14:51:00,21,216,246
12415.0,28,144458.37,156.00255939524837,91447,2010-06-30 08:30:00,2011-11-15 14:22:00,498,23,503
12416.0,1,202.56,18.414545454545454,132,2010-02-21 10:19:00,2010-02-21 10:19:00,11,656,0
12417.0,20,6816.91,18.42408108108108,2890,2009-12-06 10:30:00,2011-12-06 14:52:00,270,2,730
12418.0,4,2021.2,19.815686274509805,1088,2010-03-19 14:47:00,2011-08-19 11:08:00,90,112,517
12419.0,2,503.01,20.1204,231,2010-10-22 10:40:00,2010-11-19 10:04:00,23,385,27
12420.0,1,600.39,20.70310344827586,345,2011-10-07 08:55:00,2011-10-07 08:55:00,29,63,0
12421.0,6,1098.6,16.90153846153846,652,2010-07-22 13:57:00,2011-11-24 09:07:00,44,15,489
12422.0,17,5231.8,30.417441860465118,2596,2009-12-18 12:44:00,2011-09-05 09:48:00,137,95,625
12423.0,10,2622.39,15.893272727272727,1793,2010-08-31 09:31:00,2011-12-09 10:10:00,128,0,465
12424.0,4,3340.0299999999997,36.30467391304347,2025,2010-06-09 15:15:00,2011-06-30 12:06:00,78,162,385
12425.0,2,1741.41,19.136373626373626,1147,2010-09-17 14:10:00,2011-09-22 17:31:00,87,77,370
12426.0,2,1345.21,17.470259740259742,584,2010-02-15 08:41:00,2011-05-29 12:26:00,73,194,468
12427.0,3,1129.3,27.54390243902439,612,2010-12-03 10:44:00,2011-11-18 08:56:00,26,21,349
12428.0,9,7956.46,27.062789115646257,3536,2011-03-01 09:33:00,2011-11-14 08:22:00,258,25,257
12429.0,8,7485.91,43.27115606936416,3344,2010-06-11 13:28:00,2011-11-30 17:22:00,124,8,537
12430.0,1,256.4,23.30909090909091,117,2011-10-27 15:09:00,2011-10-27 15:09:00,11,42,0
12431.0,27,10857.970000000001,26.809802469135807,4717,2010-01-15 09:04:00,2011-11-04 11:55:00,244,35,658
12432.0,5,5059.32,46.845555555555556,1801,2011-06-20 13:27:00,2011-10-28 11:43:00,107,42,129
12433.0,10,20581.260000000002,29.15192634560907,17116,2010-08-20 09:23:00,2011-12-09 10:02:00,285,0,476
12434.0,3,1103.43,15.763285714285715,532,2010-11-23 13:38:00,2011-09-16 12:38:00,62,84,296
12435.0,6,13925.93,124.33866071428572,4958,2009-12-02 13:58:00,2011-09-21 09:06:00,88,79,657
12436.0,1,509.01,31.813125,211,2011-09-01 12:09:00,2011-09-01 12:09:00,16,99,0
12437.0,39,12683.4,22.52824156305506,8000,2009-12-02 16:24:00,2011-12-08 11:35:00,273,1,735
12438.0,2,2906.85,29.66173469387755,1180,2011-07-22 13:29:00,2011-11-25 13:28:00,84,13,125
12439.0,2,1158.18,16.085833333333333,484,2009-12-14 08:40:00,2010-01-26 12:11:00,69,682,43
12440.0,2,859.2,26.85,331,2009-12-22 12:03:00,2010-09-03 13:11:00,21,461,255
12441.0,1,347.1,15.77727272727273,242,2010-12-08 10:45:00,2010-12-08 10:45:00,11,366,0
12442.0,1,172.06,14.338333333333333,182,2011-12-06 14:22:00,2011-12-06 14:22:00,12,2,0
12443.0,1,485.31,23.11,182,2009-12-07 15:42:00,2009-12-07 15:42:00,21,731,0
12444.0,5,5005.46,28.440113636363638,1153,2011-06-21 14:00:00,2011-11-18 13:23:00,138,20,149
12445.0,2,434.98,18.124166666666667,206,2010-10-15 12:28:00,2011-11-17 18:43:00,24,21,398
12446.0,1,1002.3100000000001,17.584385964912283,351,2011-10-13 12:50:00,2011-10-13 12:50:00,57,57,0
12447.0,1,476.49,18.326538461538462,190,2011-04-10 13:25:00,2011-04-10 13:25:00,26,242,0
12448.0,1,449.45,20.429545454545455,243,2011-10-26 13:46:00,2011-10-26 13:46:00,22,43,0
12449.0,6,4835.89,24.05915422885572,2282,2010-09-27 09:37:00,2011-11-17 13:46:00,125,21,416
12450.0,5,688.2,18.6,442,2010-08-22 13:11:00,2011-07-06 14:41:00,31,155,318
12451.0,8,12669.88,24.794285714285714,9359,2010-06-28 12:58:00,2011-11-29 08:40:00,352,10,518
12452.0,2,430.57000000000005,19.57136363636364,185,2011-11-23 08:05:00,2011-11-23 10:28:00,21,16,0
12453.0,1,707.09,16.443953488372095,473,2011-07-28 14:08:00,2011-07-28 14:08:00,43,133,0
12454.0,5,16679.78,416.99449999999996,7703,2010-10-14 17:33:00,2011-10-14 17:13:00,24,55,364
12455.0,10,5879.95,25.902863436123347,3302,2009-12-18 12:33:00,2011-09-27 15:31:00,199,72,648
12456.0,3,3181.04,25.44832,1633,2011-03-30 09:12:00,2011-10-26 14:41:00,105,43,210
12457.0,8,2995.91,35.665595238095236,1094,2010-09-30 17:59:00,2011-10-04 13:13:00,63,65,368
12458.0,4,1777.49,21.160595238095237,986,2010-08-09 10:33:00,2011-09-29 15:25:00,71,70,416
12459.0,1,454.36,19.754782608695653,258,2010-04-13 14:53:00,2010-04-13 14:53:00,23,604,0
12460.0,1,326.65,18.147222222222222,170,2010-09-09 13:51:00,2010-09-09 13:51:00,18,455,0
12461.0,2,826.88,23.62514285714286,287,2011-07-08 10:23:00,2011-09-06 16:57:00,35,93,60
12462.0,2,1189.59,19.186935483870965,536,2011-02-09 14:44:00,2011-11-21 09:11:00,51,18,284
12463.0,4,1344.78,16.202168674698793,776,2011-04-12 12:47:00,2011-10-17 13:44:00,65,52,188
12464.0,8,1212.05,41.79482758620689,112,2011-02-03 13:30:00,2011-11-29 13:33:00,6,9,299
12465.0,2,742.19,15.791276595744682,479,2011-06-23 13:37:00,2011-11-22 16:34:00,46,16,152
12466.0,1,56.73,56.73,1,2010-01-26 16:26:00,2010-01-26 16:26:00,1,681,0
12467.0,1,132.8,14.755555555555556,129,2010-10-12 15:41:00,2010-10-12 15:41:00,9,422,0
12468.0,5,3670.7400000000002,24.471600000000002,2201,2010-01-26 10:09:00,2011-06-05 11:36:00,127,187,495
12469.0,2,3070.54,40.40184210526316,2552,2010-06-21 10:30:00,2010-07-05 12:40:00,76,522,14
12470.0,1,211.95,9.215217391304348,95,2010-01-19 11:01:00,2010-01-19 11:01:00,23,689,0
12471.0,79,39963.79,35.148452066842566,16882,2009-12-07 10:41:00,2011-12-07 15:43:00,255,1,730
12472.0,19,17880.59,19.62743139407245,11350,2009-12-14 10:49:00,2011-11-07 14:01:00,397,31,693
12473.0,5,3938.55,23.44375,2439,2011-06-01 10:15:00,2011-11-10 13:46:00,140,28,162
12474.0,31,12424.45,17.499225352112678,7954,2010-02-11 09:41:00,2011-11-22 14:39:00,369,16,649
12475.0,2,1149.64,18.846557377049184,771,2010-10-26 08:49:00,2011-10-17 10:10:00,54,53,356
12476.0,23,14115.41,27.35544573643411,5645,2010-07-26 09:04:00,2011-11-24 12:40:00,358,15,486
12477.0,9,20276.37,35.95101063829787,6119,2010-03-26 14:01:00,2011-11-17 09:51:00,295,22,600
12478.0,1,680.99,18.91638888888889,236,2011-12-06 09:56:00,2011-12-06 09:56:00,36,3,0
12479.0,1,527.2,17.006451612903227,385,2011-11-28 13:26:00,2011-11-28 13:26:00,31,10,0
12480.0,7,5464.85,22.58202479338843,2952,2010-07-20 13:21:00,2011-11-11 14:52:00,177,27,479
12481.0,15,12361.39,31.61480818414322,7253,2010-04-11 13:10:00,2011-11-17 08:29:00,248,22,584
12482.0,29,23691.4,116.1343137254902,27042,2010-02-24 10:24:00,2010-05-12 16:51:00,42,575,77
12483.0,19,5120.58,36.83870503597122,2172,2010-01-31 13:28:00,2011-11-22 17:02:00,68,16,660
12484.0,12,6370.15,13.410842105263157,3271,2010-01-27 16:41:00,2011-11-07 11:37:00,329,32,648
12485.0,1,708.1,20.826470588235296,414,2010-06-28 15:22:00,2010-06-28 15:22:00,34,528,0
12486.0,1,1037.28,21.168979591836734,523,2010-10-04 12:14:00,2010-10-04 12:14:00,49,431,0
12487.0,1,285.3,142.65,174,2009-12-09 11:36:00,2009-12-09 11:36:00,2,730,0
12488.0,3,1298.66,23.612000000000002,529,2011-09-25 10:34:00,2011-11-30 08:50:00,46,9,65
12489.0,1,334.93,22.328666666666667,105,2011-01-07 13:13:00,2011-01-07 13:13:00,15,335,0
12490.0,21,9823.64,21.26329004329004,5906,2009-12-01 12:52:00,2011-12-04 16:07:00,195,4,733
12491.0,1,460.40000000000003,17.70769230769231,260,2011-11-01 12:18:00,2011-11-01 12:18:00,25,38,0
12492.0,3,715.21,17.028809523809525,444,2010-11-01 14:58:00,2011-10-07 15:15:00,38,62,340
12493.0,2,433.74,19.715454545454545,207,2011-05-26 14:53:00,2011-06-27 10:17:00,20,165,31
12494.0,9,1872.8700000000001,16.872702702702703,988,2010-05-12 13:52:00,2011-11-24 09:34:00,83,15,560
12495.0,1,357.4,21.023529411764706,130,2010-03-09 10:53:00,2010-03-09 10:53:00,17,640,0
12496.0,2,54.09,4.160769230769231,33,2010-03-29 13:57:00,2010-03-29 14:06:00,10,619,0
12497.0,3,6248.5,109.62280701754386,5685,2010-03-05 09:39:00,2011-09-19 12:29:00,41,81,563
12498.0,3,403.70000000000005,17.55217391304348,159,2011-10-13 09:30:00,2011-11-18 12:53:00,21,20,36
12499.0,1,393.72,14.582222222222223,302,2010-05-28 15:12:00,2010-05-28 15:12:00,27,559,0
12500.0,19,5955.21,40.7891095890411,3377,2010-02-04 15:05:00,2011-11-16 16:20:00,88,22,650
12501.0,1,2169.39,14.559664429530201,1783,2011-01-07 12:28:00,2011-01-07 12:28:00,149,336,0
12502.0,5,3723.87,25.332448979591835,820,2011-02-03 10:41:00,2011-09-05 11:52:00,102,95,214
12503.0,1,1126.0,563.0,561,2010-05-04 13:59:00,2010-05-04 13:59:00,2,583,0
12504.0,4,779.05,38.9525,458,2010-04-22 10:24:00,2011-11-21 16:02:00,11,17,578
12505.0,1,955.2,22.742857142857144,324,2010-10-27 09:18:00,2010-10-27 09:18:00,42,408,0
12506.0,1,73.5,3.1956521739130435,23,2011-04-21 08:54:00,2011-04-21 08:54:00,23,232,0
12507.0,4,1844.06,37.633877551020404,1256,2010-05-04 09:23:00,2011-07-28 17:09:00,46,133,450
12508.0,2,398.27,5.772028985507246,272,2011-11-10 16:27:00,2011-11-13 15:37:00,57,25,2
12509.0,1,176.5,25.214285714285715,55,2011-02-28 14:45:00,2011-02-28 14:45:00,7,283,0
12510.0,9,5178.02,35.71048275862069,2049,2009-12-04 13:47:00,2011-07-20 10:15:00,94,142,592
12511.0,1,3084.02,16.231684210526314,1753,2010-10-07 10:39:00,2010-10-07 10:39:00,190,428,0
12512.0,2,138.03,4.059705882352941,99,2011-10-04 14:53:00,2011-10-04 14:55:00,31,65,0
12513.0,1,612.29,17.494,462,2011-08-19 10:51:00,2011-08-19 10:51:00,35,112,0
12514.0,2,1597.76,19.02095238095238,840,2010-03-08 12:18:00,2011-03-17 16:38:00,76,266,374
12515.0,1,383.7,23.98125,131,2010-12-21 15:43:00,2010-12-21 15:43:00,16,352,0
12516.0,4,2648.62,35.792162162162164,1952,2010-04-19 14:14:00,2011-09-23 09:13:00,49,77,521
12517.0,5,2502.84,8.812816901408452,1371,2011-06-02 15:13:00,2011-11-11 14:04:00,232,27,161
12518.0,5,2056.89,16.58782258064516,1318,2011-08-21 13:18:00,2011-12-09 10:13:00,84,0,109
12519.0,2,726.54,18.1635,395,2010-08-20 08:21:00,2011-10-07 09:26:00,34,63,413
12520.0,5,2634.26,17.330657894736845,1439,2011-03-11 11:35:00,2011-09-21 15:23:00,121,78,194
12521.0,1,599.68,15.781052631578946,309,2011-07-20 10:51:00,2011-07-20 10:51:00,38,142,0
12522.0,2,192.72,16.06,194,2011-10-19 14:41:00,2011-10-31 15:30:00,11,38,12
12523.0,23,4372.15,17.488599999999998,2275,2009-12-07 13:46:00,2011-11-20 12:55:00,176,18,712
12524.0,17,11126.11,46.35879166666667,7178,2010-02-08 14:41:00,2011-11-30 15:31:00,157,8,660
12525.0,3,973.73,16.228833333333334,509,2010-03-02 14:01:00,2010-07-29 16:08:00,56,497,149
12526.0,3,1316.66,18.54450704225352,632,2011-09-06 14:19:00,2011-12-09 12:09:00,64,0,93
12527.0,5,735.51,22.9846875,526,2010-06-28 15:37:00,2011-09-19 11:55:00,26,81,447
12528.0,6,1933.48,21.01608695652174,756,2011-01-31 09:05:00,2011-11-30 14:40:00,50,8,303
12529.0,1,316.48,15.07047619047619,192,2010-06-29 13:10:00,2010-06-29 13:10:00,21,527,0
12530.0,9,3759.26,23.792784810126584,2713,2010-03-07 14:37:00,2011-10-11 12:34:00,94,59,582
12531.0,2,1933.2,15.222047244094489,1119,2010-01-22 14:17:00,2011-11-25 11:12:00,126,14,671
12532.0,1,349.83000000000004,21.864375000000003,153,2011-11-09 13:47:00,2011-11-09 13:47:00,16,29,0
12533.0,2,1367.89,18.998472222222222,704,2009-12-01 11:50:00,2010-03-22 10:56:00,63,627,110
12534.0,1,1089.18,17.28857142857143,651,2011-08-01 10:26:00,2011-08-01 10:26:00,63,130,0
12535.0,2,716.35,21.069117647058825,219,2011-06-06 12:47:00,2011-09-09 08:48:00,28,91,94
12536.0,3,12601.830000000002,48.282873563218395,2803,2011-10-11 14:52:00,2011-10-27 14:20:00,260,42,15
12537.0,1,732.94,17.04511627906977,449,2010-10-27 08:36:00,2010-10-27 08:36:00,43,408,0
12538.0,2,640.45,18.836764705882356,336,2010-11-26 13:02:00,2011-11-10 17:16:00,33,28,349
12539.0,7,11214.75,22.251488095238095,4535,2009-12-23 13:00:00,2011-11-17 13:30:00,276,21,694
12540.0,33,22254.49,28.864448767833984,11019,2009-12-07 16:56:00,2011-11-20 11:31:00,354,19,712
12541.0,3,981.18,18.868846153846153,680,2011-03-04 09:32:00,2011-11-10 10:40:00,46,29,251
12542.0,2,481.88,12.355897435897436,522,2010-03-09 16:26:00,2010-08-12 19:12:00,39,483,156
12543.0,1,980.25,22.796511627906977,688,2010-09-17 15:51:00,2010-09-17 15:51:00,43,447,0
12544.0,1,372.7,19.61578947368421,136,2011-11-03 16:15:00,2011-11-03 16:15:00,19,35,0
12545.0,2,1000.39,20.0078,523,2011-03-25 12:04:00,2011-09-25 13:39:00,42,74,184
12546.0,2,1161.5,16.833333333333332,633,2011-09-23 09:44:00,2011-10-24 12:09:00,59,46,31
12547.0,3,383.58,18.265714285714285,309,2010-07-27 13:55:00,2011-05-26 12:38:00,13,197,302
12548.0,1,95.19999999999999,19.04,49,2011-06-26 15:35:00,2011-06-26 15:35:00,5,165,0
12549.0,6,1575.68,32.15673469387755,1366,2010-01-11 12:29:00,2010-05-13 12:05:00,38,575,121
12550.0,1,964.83,16.92684210526316,569,2011-09-21 14:35:00,2011-09-21 14:35:00,57,78,0
12551.0,1,168.0,16.8,100,2010-12-17 11:23:00,2010-12-17 11:23:00,10,357,0
12552.0,2,437.82,21.891,88,2011-10-31 12:11:00,2011-11-01 10:02:00,20,38,0
12553.0,12,4608.75,19.36449579831933,2325,2010-10-12 13:35:00,2011-12-01 16:38:00,109,7,415
12554.0,1,468.5,18.01923076923077,240,2010-09-17 12:29:00,2010-09-17 12:29:00,26,448,0
12555.0,1,129.23,129.23,1,2010-01-26 16:26:00,2010-01-26 16:26:00,1,681,0
12556.0,2,603.71,4.989338842975207,358,2011-07-11 13:35:00,2011-10-20 13:06:00,100,49,100
12557.0,8,18716.14,322.69206896551725,6782,2009-12-17 10:39:00,2011-11-23 16:59:00,15,15,706
12558.0,1,269.96,24.54181818181818,196,2011-12-02 10:41:00,2011-12-02 10:41:00,11,7,0
12559.0,2,561.71,26.74809523809524,283,2011-01-24 10:12:00,2011-02-02 09:49:00,21,310,8
12560.0,3,2134.01,20.323904761904764,1110,2011-07-19 15:55:00,2011-12-04 13:54:00,91,4,137
12561.0,1,238.85,14.928125,177,2011-02-10 11:39:00,2011-02-10 11:39:00,16,302,0
12562.0,9,4966.92,23.99478260869565,2327,2010-09-30 13:13:00,2011-12-01 17:20:00,113,7,427
12563.0,1,249.24,19.172307692307694,113,2010-10-27 09:52:00,2010-10-27 09:52:00,13,408,0
12564.0,1,456.90000000000003,21.75714285714286,133,2011-03-23 14:55:00,2011-03-23 14:55:00,21,260,0
12565.0,1,145.92000000000002,16.213333333333335,80,2011-02-24 10:34:00,2011-02-24 10:34:00,9,288,0
12566.0,1,351.65,18.507894736842104,265,2011-09-14 14:30:00,2011-09-14 14:30:00,19,85,0
12567.0,15,13709.86,21.455179968701096,6086,2010-02-11 10:30:00,2011-11-17 11:02:00,365,22,644
12568.0,1,70.0,14.0,48,2010-03-05 09:15:00,2010-03-05 09:15:00,5,644,0
12569.0,32,4124.6900000000005,21.93984042553192,1801,2011-04-01 13:47:00,2011-12-07 16:24:00,92,1,250
12570.0,1,77.52,77.52,1,2010-01-26 17:28:00,2010-01-26 17:28:00,1,681,0
12571.0,2,519.61,15.28264705882353,523,2011-08-10 12:35:00,2011-10-31 10:19:00,31,39,81
12572.0,2,1020.4200000000001,17.007,452,2011-10-19 08:20:00,2011-12-01 09:20:00,53,8,43
12573.0,5,717.41,6.028655462184874,479,2010-08-31 17:25:00,2011-04-26 15:52:00,107,226,237
12574.0,1,218.45000000000002,19.85909090909091,61,2011-01-28 09:20:00,2011-01-28 09:20:00,11,315,0
12575.0,2,622.82,16.39,315,2010-07-01 09:15:00,2010-09-08 13:09:00,34,456,69
12576.0,8,2142.7200000000003,15.089577464788734,1494,2010-07-01 13:46:00,2011-11-04 10:11:00,114,35,490
12577.0,8,1653.75,5.4759933774834435,1197,2009-12-03 19:31:00,2011-11-04 13:24:00,259,34,700
12578.0,4,4642.45,26.99098837209302,2380,2010-09-22 11:19:00,2011-11-18 13:30:00,149,20,422
12579.0,1,440.42,15.18689655172414,285,2011-09-22 17:15:00,2011-09-22 17:15:00,29,77,0
12580.0,2,1052.9,18.153448275862072,569,2010-05-12 11:45:00,2011-04-07 10:24:00,52,246,329
12581.0,1,197.71,13.180666666666667,161,2011-10-31 08:56:00,2011-10-31 08:56:00,15,39,0
12582.0,4,1980.4,19.22718446601942,985,2010-05-11 09:55:00,2011-04-15 08:45:00,88,238,338
12583.0,27,14447.44,31.003090128755368,8984,2009-12-06 11:57:00,2011-12-07 08:07:00,141,2,730
12584.0,9,2338.15,24.355729166666666,416,2011-03-04 15:15:00,2011-12-06 09:35:00,44,3,276
12585.0,2,2040.1,23.44942528735632,1279,2010-12-23 12:58:00,2011-04-19 13:39:00,77,233,117
12586.0,4,2062.67,21.943297872340427,687,2009-12-16 13:15:00,2011-11-22 16:24:00,82,16,706
12587.0,1,144.0,36.0,51,2011-12-02 12:47:00,2011-12-02 12:47:00,4,7,0
12588.0,4,958.78,20.84304347826087,438,2010-04-21 12:22:00,2011-10-31 15:01:00,31,38,558
12589.0,8,4695.66,26.087,1764,2010-01-19 12:26:00,2011-11-11 10:19:00,121,28,660
12590.0,2,9864.26,145.06264705882353,4283,2011-05-12 14:46:00,2011-05-12 14:52:00,68,210,0
12591.0,3,1352.15,19.596376811594205,677,2010-10-27 10:42:00,2011-01-26 14:35:00,63,316,91
12592.0,5,2582.66,31.88469135802469,1875,2010-07-08 14:06:00,2011-09-08 15:04:00,42,91,427
12593.0,3,418.1,19.90952380952381,206,2011-05-05 09:29:00,2011-08-23 12:43:00,14,108,110
12594.0,15,5090.110000000001,25.57844221105528,2768,2010-03-03 13:51:00,2011-11-02 12:20:00,78,37,608
12595.0,1,299.02,15.737894736842104,271,2010-07-23 09:10:00,2010-07-23 09:10:00,19,504,0
12596.0,2,618.27,22.898888888888887,474,2011-04-11 13:22:00,2011-10-19 13:02:00,25,50,190
12597.0,4,3811.22,18.50106796116505,2236,2011-03-16 14:00:00,2011-11-20 13:33:00,184,18,248
12598.0,11,4534.09,22.01014563106796,2906,2010-03-01 09:58:00,2011-11-30 12:18:00,130,9,639
12599.0,13,2296.72,17.268571428571427,2189,2010-05-11 10:42:00,2011-11-10 13:34:00,47,28,548
12600.0,21,5043.92,38.21151515151515,1414,2009-12-07 13:37:00,2011-11-11 10:29:00,53,28,703
12601.0,6,681.26,20.03705882352941,290,2010-10-31 10:57:00,2011-06-03 10:17:00,24,189,214
12602.0,1,153.12,12.76,162,2011-10-12 11:22:00,2011-10-12 11:22:00,12,58,0
12603.0,1,739.1999999999999,369.59999999999997,63,2011-11-18 10:42:00,2011-11-18 10:42:00,2,21,0
